Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Expected_checkin,Expected_checkout,Booking_date,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate
M,34,Asian American,Grad,50K -- 100K,South,City Hotel,2015-06-09,2015-06-11,2015-03-08,2,1,0,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,106
M,39,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,2015-07-17,2015-07-20,2015-05-18,5,1,2,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,240
M,45,Asian American,Grad,>100K,West,Resort,2015-08-15,2015-08-17,2015-04-24,5,3,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,199
M,34,Asian American,High-School,>100K,East,Airport Hotels,2015-08-27,2015-08-28,2015-04-11,2,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,226
M,49,African American,High-School,<25K,East,Resort,2016-02-09,2016-02-10,2015-09-14,1,2,0,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,120
M,35,caucasian,Mid-School,25K --50K,East,City Hotel,2016-03-28,2016-03-30,2015-11-27,1,2,0,HB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,25,147
F,20,Latino,College,50K -- 100K,West,Airport Hotels,2016-06-04,2016-06-05,2016-02-17,1,1,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,194
F,51,Asian American,Grad,25K --50K,South,Resort,2016-03-02,2016-03-03,2015-09-22,1,1,0,BB,Yes,Yes,Refundable,Direct,Yes,Canceled,Yes,15,101
M,59,African American,Grad,<25K,South,City Hotel,2016-07-18,2016-07-19,2016-02-02,2,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,20,153
M,63,Asian American,Mid-School,<25K,North,Airport Hotels,2016-08-25,2016-08-26,2016-05-16,2,3,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,103
M,27,African American,Grad,25K --50K,South,Airport Hotels,2016-11-06,2016-11-09,2016-10-13,2,3,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,20,183
M,26,Asian American,College,>100K,West,Airport Hotels,2017-02-28,2017-03-02,2016-08-02,2,1,0,FB,No,No,Non-Refundable,Online,Yes,No-Show,No,0,122
M,56,African American,College,<25K,South,Airport Hotels,2017-04-16,2017-04-18,2017-01-25,2,2,0,HB,No,No,Refundable,Online,Yes,No-Show,Yes,5,151
M,45,caucasian,High-School,25K --50K,East,Airport Hotels,2017-07-23,2017-07-24,2017-03-10,2,2,0,FB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,186
M,30,African American,College,50K -- 100K,South,Airport Hotels,2017-08-22,2017-08-24,2017-03-07,3,2,1,FB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,142
M,37,African American,Mid-School,25K --50K,South,Airport Hotels,2015-06-11,2015-06-13,2015-03-28,2,1,1,FB,Yes,No,Non-Refundable,Agent,No,Canceled,Yes,20,167
M,42,Latino,High-School,25K --50K,South,Airport Hotels,2015-06-13,2015-06-15,2015-01-02,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,227
F,45,Latino,Grad,50K -- 100K,South,Airport Hotels,2015-06-15,2015-06-17,2015-04-22,1,1,0,FB,No,No,No Deposit,Online,No,Canceled,Yes,15,202
M,67,African American,High-School,50K -- 100K,South,Airport Hotels,2015-06-15,2015-06-16,2015-01-30,1,1,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,219
F,20,Asian American,College,50K -- 100K,West,Airport Hotels,2015-06-17,2015-06-18,2015-01-08,2,2,0,HB,No,No,Non-Refundable,Direct,No,No-Show,Yes,5,109
F,39,caucasian,High-School,25K --50K,South,City Hotel,2017-04-17,2017-04-19,2016-10-23,4,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,140
M,50,Latino,College,>100K,East,Airport Hotels,2015-11-23,2015-11-25,2015-11-23,2,1,0,FB,Yes,No,Refundable,Online,Yes,Check-In,No,0,172
M,62,African American,High-School,<25K,East,Resort,2015-06-15,2015-06-17,2015-05-18,3,2,0,FB,No,No,Refundable,Direct,Yes,Canceled,Yes,5,203
M,52,caucasian,Mid-School,50K -- 100K,East,City Hotel,2015-06-15,2015-06-19,2014-12-14,2,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,No,0,106
F,24,caucasian,College,50K -- 100K,East,City Hotel,2016-11-18,2016-11-19,2016-09-26,3,2,1,FB,No,No,No Deposit,Direct,No,No-Show,Yes,5,128
F,39,Latino,College,50K -- 100K,North,Resort,2017-03-24,2017-03-25,2017-02-07,1,3,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,230
M,43,Latino,College,50K -- 100K,East,City Hotel,2015-12-19,2015-12-20,2015-11-06,2,1,1,HB,No,No,Refundable,Online,Yes,Canceled,No,0,162
F,49,Asian American,Grad,<25K,South,Airport Hotels,2016-03-16,2016-03-20,2015-09-13,3,1,0,FB,No,No,No Deposit,Direct,No,Canceled,No,0,162
M,53,Latino,College,25K --50K,South,Airport Hotels,2017-03-14,2017-03-17,2016-11-26,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,15,249
F,30,caucasian,High-School,<25K,North,Resort,2016-02-05,2016-02-08,2015-12-26,5,2,0,FB,No,No,No Deposit,Direct,Yes,No-Show,Yes,10,227
F,46,African American,College,50K -- 100K,West,Airport Hotels,2017-05-25,2017-05-26,2017-03-24,3,1,1,FB,Yes,No,Refundable,Online,Yes,Canceled,Yes,20,107
M,57,Latino,Grad,25K --50K,West,Resort,2015-07-01,2015-07-05,2014-12-23,4,3,1,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,115
M,29,African American,High-School,<25K,West,City Hotel,2015-06-17,2015-06-18,2015-06-07,3,3,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,113
F,21,Asian American,Mid-School,<25K,South,City Hotel,2015-06-17,2015-06-18,2015-02-25,5,1,1,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,138
M,50,Latino,College,>100K,West,Airport Hotels,2015-06-17,2015-06-20,2014-12-23,1,3,1,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,126
F,30,Asian American,College,<25K,North,Airport Hotels,2015-06-17,2015-06-19,2015-01-03,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,231
M,19,African American,High-School,25K --50K,East,Airport Hotels,2015-06-17,2015-06-20,2015-04-04,3,2,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,110
M,61,caucasian,College,>100K,South,Airport Hotels,2015-06-17,2015-06-18,2014-12-09,3,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,248
M,40,African American,College,50K -- 100K,South,City Hotel,2015-06-17,2015-06-19,2014-12-17,1,1,1,BB,Yes,No,No Deposit,Online,No,Canceled,Yes,25,185
F,41,African American,College,50K -- 100K,South,Airport Hotels,2015-06-17,2015-06-21,2014-12-30,1,3,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,15,104
F,53,caucasian,College,50K -- 100K,South,Resort,2015-06-17,2015-06-19,2015-05-06,1,1,1,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,5,182
M,21,Asian American,High-School,25K --50K,South,Airport Hotels,2015-06-17,2015-06-21,2014-11-27,2,2,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,143
F,48,caucasian,Grad,<25K,South,Airport Hotels,2015-06-17,2015-06-18,2014-11-16,1,3,0,BB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,5,203
F,62,African American,College,<25K,East,Resort,2015-06-17,2015-06-18,2015-06-17,1,2,0,FB,No,No,Non-Refundable,Direct,Yes,Check-In,No,0,223
F,59,Latino,High-School,50K -- 100K,South,Resort,2015-06-17,2015-06-18,2014-11-12,2,1,1,BB,Yes,No,Non-Refundable,Agent,No,Check-In,Yes,30,197
F,49,Latino,College,50K -- 100K,West,City Hotel,2015-06-17,2015-06-20,2014-11-11,1,3,0,FB,No,No,No Deposit,Online,No,Check-In,Yes,40,205
F,22,Asian American,College,25K --50K,South,City Hotel,2015-06-17,2015-06-20,2015-05-05,3,3,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,30,124
M,59,African American,Grad,50K -- 100K,South,Resort,2015-06-17,2015-06-20,2015-03-17,2,1,0,HB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,5,176
F,49,caucasian,High-School,50K -- 100K,North,Resort,2015-06-17,2015-06-19,2015-06-09,5,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,223
F,21,African American,High-School,<25K,South,City Hotel,2015-06-17,2015-06-21,2015-02-25,3,1,0,HB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,10,164
F,67,African American,College,50K -- 100K,South,Resort,2015-06-17,2015-06-18,2015-04-05,2,2,0,HB,Yes,Yes,No Deposit,Agent,Yes,Canceled,Yes,5,231
F,66,caucasian,High-School,50K -- 100K,South,Resort,2015-06-17,2015-06-19,2014-11-24,2,3,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,122
M,65,caucasian,High-School,<25K,South,City Hotel,2015-06-17,2015-06-18,2015-05-07,2,2,0,BB,No,No,No Deposit,Agent,Yes,Check-In,Yes,25,115
M,29,African American,High-School,50K -- 100K,West,Airport Hotels,2015-06-17,2015-06-19,2015-04-04,2,1,2,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,183
M,21,Latino,Mid-School,>100K,West,City Hotel,2015-06-17,2015-06-18,2015-05-12,1,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,221
M,42,Latino,Mid-School,25K --50K,West,City Hotel,2015-06-17,2015-06-18,2015-04-21,1,2,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,128
M,21,Latino,High-School,25K --50K,South,Airport Hotels,2015-06-17,2015-06-18,2015-01-14,1,3,0,BB,No,No,No Deposit,Direct,No,No-Show,Yes,5,185
M,41,Asian American,Mid-School,50K -- 100K,East,Airport Hotels,2015-06-17,2015-06-21,2015-03-09,2,3,0,HB,No,No,Refundable,Online,Yes,Check-In,Yes,20,106
F,45,Latino,College,50K -- 100K,West,City Hotel,2015-06-17,2015-06-18,2015-05-03,1,2,1,BB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,108
F,25,African American,College,50K -- 100K,North,Resort,2015-06-17,2015-06-18,2015-01-06,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,30,164
M,47,Asian American,High-School,<25K,West,Resort,2015-06-17,2015-06-19,2015-04-25,1,1,0,BB,No,No,Refundable,Online,No,Check-In,Yes,10,168
F,34,Latino,College,25K --50K,East,Airport Hotels,2015-06-17,2015-06-20,2014-12-25,2,2,0,BB,No,No,Refundable,Online,No,Check-In,No,0,163
M,24,Asian American,Mid-School,<25K,North,Airport Hotels,2015-06-17,2015-06-18,2015-04-08,3,1,1,FB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,5,168
M,41,Latino,College,50K -- 100K,East,City Hotel,2015-06-17,2015-06-19,2014-11-26,2,2,1,HB,No,No,Refundable,Online,Yes,Canceled,Yes,20,165
F,18,African American,College,50K -- 100K,East,Resort,2015-06-17,2015-06-18,2015-05-31,1,3,0,BB,No,No,No Deposit,Agent,Yes,No-Show,Yes,25,246
M,26,Latino,Grad,>100K,East,City Hotel,2015-06-17,2015-06-19,2015-02-26,4,3,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,40,133
M,60,Asian American,Mid-School,25K --50K,South,Airport Hotels,2015-06-17,2015-06-21,2015-03-26,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,40,149
F,33,Asian American,Grad,>100K,North,Resort,2015-06-17,2015-06-18,2014-11-15,4,2,0,FB,Yes,No,No Deposit,Online,No,Canceled,Yes,20,142
M,35,Latino,Grad,25K --50K,North,Resort,2015-06-17,2015-06-20,2014-11-11,3,1,0,BB,No,No,Refundable,Agent,No,Canceled,Yes,5,113
M,34,African American,College,<25K,South,Resort,2015-06-17,2015-06-18,2015-01-31,2,1,0,FB,No,No,No Deposit,Agent,No,Check-In,Yes,20,247
F,54,African American,Grad,50K -- 100K,South,Resort,2015-06-17,2015-06-18,2015-01-19,2,1,0,HB,No,No,Refundable,Direct,Yes,Canceled,No,0,127
M,70,Latino,Grad,<25K,South,Airport Hotels,2015-06-17,2015-06-21,2015-04-27,1,1,1,FB,No,No,No Deposit,Online,No,Check-In,No,0,132
M,32,Asian American,College,<25K,West,Resort,2015-06-17,2015-06-18,2015-06-09,2,2,1,HB,Yes,Yes,Refundable,Agent,Yes,Check-In,No,0,101
M,63,Latino,College,50K -- 100K,East,Airport Hotels,2015-06-17,2015-06-18,2015-06-16,4,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,133
M,52,Asian American,College,<25K,West,Airport Hotels,2015-06-17,2015-06-18,2015-02-20,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,226
M,55,Asian American,College,50K -- 100K,North,Resort,2015-06-17,2015-06-18,2015-04-14,1,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,152
F,42,caucasian,High-School,25K --50K,North,City Hotel,2015-06-17,2015-06-18,2015-01-22,5,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,130
M,62,caucasian,College,25K --50K,South,Airport Hotels,2015-06-17,2015-06-20,2015-03-04,2,3,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,10,249
F,55,African American,Grad,50K -- 100K,East,Airport Hotels,2015-06-17,2015-06-18,2015-03-07,5,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,143
F,60,African American,College,50K -- 100K,South,City Hotel,2015-06-17,2015-06-18,2014-12-18,2,1,0,FB,No,No,No Deposit,Agent,No,Canceled,Yes,10,241
M,18,caucasian,College,>100K,South,Airport Hotels,2015-06-17,2015-06-21,2015-02-14,2,1,1,HB,No,No,No Deposit,Online,No,Canceled,Yes,10,121
F,62,caucasian,College,>100K,South,City Hotel,2015-06-17,2015-06-19,2014-11-11,4,1,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,40,166
F,36,Asian American,Grad,>100K,South,Airport Hotels,2015-06-17,2015-06-19,2015-01-13,3,2,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,30,222
F,63,caucasian,High-School,25K --50K,South,Airport Hotels,2015-06-17,2015-06-18,2015-02-04,3,1,1,HB,Yes,No,Refundable,Online,Yes,Check-In,No,0,201
M,35,African American,College,50K -- 100K,North,Airport Hotels,2015-06-17,2015-06-18,2015-01-03,3,1,0,HB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,5,186
M,20,Asian American,College,>100K,West,Resort,2015-06-17,2015-06-18,2015-05-28,1,3,0,FB,No,No,Refundable,Direct,No,Check-In,Yes,15,223
F,23,Latino,Mid-School,>100K,South,Resort,2015-06-17,2015-06-20,2014-12-16,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,211
F,40,Asian American,College,25K --50K,South,Airport Hotels,2015-06-17,2015-06-19,2015-06-06,1,2,0,FB,No,No,Refundable,Direct,No,Check-In,No,0,176
F,34,African American,College,<25K,East,Airport Hotels,2015-06-17,2015-06-19,2015-04-08,2,1,1,FB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,5,192
F,51,African American,Grad,50K -- 100K,East,City Hotel,2015-06-17,2015-06-18,2015-04-28,5,2,1,HB,Yes,Yes,No Deposit,Online,No,No-Show,No,0,109
M,31,Latino,High-School,<25K,South,Resort,2015-06-17,2015-06-19,2015-05-22,4,3,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,15,212
M,32,Latino,Grad,<25K,South,Airport Hotels,2015-06-17,2015-06-20,2015-04-26,2,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,235
F,35,African American,Mid-School,25K --50K,South,Resort,2015-06-17,2015-06-18,2015-02-18,3,1,0,BB,No,No,No Deposit,Direct,Yes,Check-In,No,0,171
M,29,Asian American,College,<25K,South,Resort,2015-06-17,2015-06-19,2015-04-06,2,1,2,FB,No,No,No Deposit,Agent,No,Check-In,No,0,192
F,60,caucasian,High-School,50K -- 100K,West,Resort,2015-06-17,2015-06-21,2015-04-09,2,2,0,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,25,140
M,33,Latino,Grad,50K -- 100K,East,Resort,2015-06-17,2015-06-19,2015-06-11,1,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,118
F,26,Asian American,Mid-School,25K --50K,South,Airport Hotels,2015-06-17,2015-06-18,2015-05-13,3,2,0,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,216
M,21,African American,High-School,50K -- 100K,East,City Hotel,2015-06-17,2015-06-18,2015-05-12,2,2,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,30,117
M,58,Asian American,Mid-School,25K --50K,East,City Hotel,2015-06-17,2015-06-21,2015-05-15,2,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,5,240
M,44,Latino,High-School,25K --50K,West,Resort,2015-06-17,2015-06-19,2014-11-20,4,3,0,FB,Yes,Yes,Refundable,Direct,Yes,Canceled,No,0,177
M,54,Latino,College,<25K,South,Airport Hotels,2015-06-17,2015-06-20,2015-04-28,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,236
M,18,African American,College,25K --50K,West,City Hotel,2015-06-17,2015-06-19,2014-12-24,1,2,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,No,0,155
M,68,Asian American,College,50K -- 100K,West,City Hotel,2015-06-17,2015-06-18,2015-05-07,1,1,2,FB,No,No,No Deposit,Online,Yes,Canceled,No,0,213
M,35,Latino,College,>100K,South,Airport Hotels,2015-06-17,2015-06-18,2015-02-28,3,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,10,162
M,52,caucasian,College,25K --50K,East,City Hotel,2015-06-17,2015-06-19,2015-02-06,1,2,0,FB,No,No,No Deposit,Agent,No,No-Show,Yes,5,208
F,35,Latino,Mid-School,>100K,South,Resort,2015-06-17,2015-06-18,2015-06-11,5,2,1,BB,No,No,Refundable,Online,Yes,Check-In,Yes,5,172
F,62,Latino,Mid-School,25K --50K,East,Airport Hotels,2017-06-01,2017-06-03,2017-04-13,2,1,0,HB,Yes,No,No Deposit,Agent,No,Check-In,Yes,10,153
M,54,Latino,College,>100K,North,Resort,2015-06-18,2015-06-20,2015-06-02,1,2,0,BB,Yes,Yes,No Deposit,Online,No,No-Show,Yes,25,240
M,51,African American,College,>100K,West,City Hotel,2015-06-18,2015-06-19,2015-01-23,5,1,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,223
F,57,African American,College,25K --50K,South,City Hotel,2015-06-19,2015-06-20,2015-01-12,2,2,0,BB,No,No,Non-Refundable,Online,No,Check-In,Yes,10,203
F,30,caucasian,Mid-School,>100K,West,Airport Hotels,2016-06-15,2016-06-17,2016-05-26,1,1,0,FB,Yes,No,Refundable,Direct,Yes,No-Show,Yes,10,190
F,58,caucasian,Grad,25K --50K,South,Airport Hotels,2017-06-24,2017-06-27,2017-02-02,2,1,0,BB,No,No,Refundable,Online,No,Canceled,No,0,240
M,45,caucasian,Mid-School,25K --50K,East,City Hotel,2016-11-21,2016-11-24,2016-11-05,4,3,0,HB,No,No,No Deposit,Online,No,Check-In,No,0,245
F,20,caucasian,College,<25K,South,Resort,2015-06-22,2015-06-25,2015-01-12,3,2,1,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,5,224
F,31,Latino,High-School,>100K,North,Airport Hotels,2016-11-05,2016-11-07,2016-08-29,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,25,243
M,53,African American,Mid-School,25K --50K,South,City Hotel,2017-07-06,2017-07-07,2017-03-18,2,1,0,BB,Yes,No,Non-Refundable,Agent,Yes,Canceled,No,0,112
F,26,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,2015-11-13,2015-11-14,2015-06-18,3,1,0,HB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,226
F,34,Latino,College,25K --50K,South,Resort,2016-03-04,2016-03-05,2015-10-25,5,3,0,FB,Yes,No,Refundable,Online,Yes,Check-In,Yes,5,211
M,39,Asian American,College,50K -- 100K,North,City Hotel,2016-03-17,2016-03-18,2015-08-08,2,2,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,15,170
M,48,African American,Grad,25K --50K,South,City Hotel,2016-04-06,2016-04-09,2015-12-25,2,3,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,145
M,55,African American,College,50K -- 100K,East,Resort,2016-04-29,2016-04-30,2015-11-17,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,237
M,38,Latino,Grad,>100K,South,Airport Hotels,2016-06-01,2016-06-02,2015-11-26,2,1,0,HB,Yes,Yes,Non-Refundable,Online,No,Check-In,Yes,10,137
F,32,Asian American,College,<25K,East,Resort,2016-10-26,2016-10-28,2016-08-25,3,1,0,FB,No,No,No Deposit,Online,No,Check-In,No,0,127
F,18,African American,High-School,<25K,South,City Hotel,2017-01-13,2017-01-16,2016-07-24,3,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,40,138
F,39,caucasian,College,50K -- 100K,West,Airport Hotels,2017-03-30,2017-04-01,2017-01-01,2,1,1,BB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,40,137
M,20,caucasian,Grad,25K --50K,West,City Hotel,2017-04-27,2017-04-30,2017-04-08,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,175
F,44,caucasian,High-School,<25K,South,Resort,2017-05-19,2017-05-20,2017-02-07,3,1,0,FB,Yes,No,No Deposit,Online,No,No-Show,No,0,100
F,52,caucasian,College,25K --50K,West,Resort,2015-06-27,2015-06-28,2015-03-14,1,1,0,FB,No,No,No Deposit,Agent,No,No-Show,Yes,20,151
F,23,Latino,Grad,50K -- 100K,North,Airport Hotels,2015-06-27,2015-06-28,2014-11-24,2,2,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,193
M,56,Asian American,High-School,<25K,North,City Hotel,2015-06-27,2015-06-28,2015-04-30,3,2,1,FB,Yes,No,No Deposit,Direct,Yes,Check-In,No,0,137
M,19,African American,College,<25K,South,Resort,2015-06-27,2015-06-30,2014-11-20,5,1,1,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,169
M,24,Asian American,College,25K --50K,West,Resort,2015-06-27,2015-07-01,2015-03-19,4,1,0,BB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,5,115
M,37,Latino,High-School,<25K,South,Airport Hotels,2015-06-27,2015-06-28,2015-01-11,3,1,1,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,40,240
F,36,Latino,High-School,25K --50K,North,Airport Hotels,2015-06-27,2015-06-29,2015-02-04,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,25,242
M,42,African American,College,<25K,North,City Hotel,2015-06-27,2015-06-30,2015-02-04,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,30,204
F,24,Latino,College,<25K,South,City Hotel,2015-06-27,2015-07-01,2015-02-20,1,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,25,162
F,54,Latino,Mid-School,<25K,West,Airport Hotels,2015-11-25,2015-11-26,2015-07-23,2,1,1,FB,No,No,Refundable,Direct,No,No-Show,No,0,193
F,32,Latino,College,>100K,South,Resort,2016-02-21,2016-02-23,2016-01-17,1,1,0,BB,Yes,No,Refundable,Online,No,Canceled,No,0,195
M,45,African American,College,50K -- 100K,West,City Hotel,2015-06-29,2015-06-30,2015-05-18,4,1,0,BB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,15,204
M,48,Latino,Mid-School,<25K,North,Resort,2015-12-29,2015-12-31,2015-05-29,1,3,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,248
M,48,Latino,Grad,>100K,North,Airport Hotels,2016-01-22,2016-01-25,2015-10-09,1,2,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,179
M,51,Asian American,Grad,<25K,West,City Hotel,2016-02-25,2016-02-26,2015-09-27,2,1,0,BB,Yes,No,No Deposit,Direct,No,Check-In,No,0,209
M,22,Latino,College,<25K,South,City Hotel,2016-05-12,2016-05-13,2016-03-18,5,2,1,FB,No,No,Refundable,Online,Yes,Canceled,Yes,20,138
M,60,Asian American,Grad,50K -- 100K,West,Resort,2017-05-30,2017-06-01,2017-01-14,2,1,1,FB,No,No,No Deposit,Agent,Yes,Canceled,No,0,249
F,44,caucasian,Mid-School,50K -- 100K,West,Resort,2015-10-12,2015-10-13,2015-05-29,1,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,20,249
F,45,Asian American,College,<25K,South,Airport Hotels,2015-10-21,2015-10-23,2015-09-09,2,1,0,BB,Yes,Yes,Refundable,Direct,Yes,No-Show,Yes,25,126
F,37,African American,College,<25K,South,Airport Hotels,2015-11-25,2015-11-29,2015-09-01,2,2,1,HB,No,No,No Deposit,Direct,No,Check-In,No,0,145
M,49,Asian American,College,25K --50K,South,Resort,2016-05-11,2016-05-12,2016-04-02,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,184
F,58,Asian American,College,>100K,West,Airport Hotels,2016-11-10,2016-11-12,2016-10-14,4,1,1,HB,No,No,Refundable,Direct,No,Check-In,Yes,20,223
M,28,Latino,Mid-School,<25K,West,Resort,2017-04-06,2017-04-08,2017-04-06,2,2,0,FB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,148
M,42,caucasian,Grad,<25K,East,City Hotel,2017-08-05,2017-08-07,2017-01-12,2,2,0,FB,No,No,No Deposit,Online,No,No-Show,No,0,233
F,49,Asian American,College,50K -- 100K,West,Airport Hotels,2015-06-30,2015-07-02,2014-12-31,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,220
F,25,Latino,College,<25K,North,Airport Hotels,2015-06-30,2015-07-01,2014-11-21,3,1,1,HB,Yes,No,Refundable,Direct,No,Canceled,Yes,5,185
F,49,Latino,Grad,<25K,South,Airport Hotels,2015-07-15,2015-07-18,2014-12-28,2,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,Yes,10,158
F,44,caucasian,High-School,>100K,South,Airport Hotels,2016-07-20,2016-07-21,2015-12-29,2,1,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,40,143
M,31,caucasian,High-School,<25K,West,Resort,2017-02-22,2017-02-23,2016-09-03,5,2,1,HB,No,No,Non-Refundable,Online,No,Check-In,Yes,30,240
F,45,caucasian,College,>100K,West,Airport Hotels,2015-11-18,2015-11-21,2015-09-15,4,2,0,HB,No,No,Non-Refundable,Online,Yes,Check-In,Yes,25,170
M,69,Latino,College,50K -- 100K,East,Resort,2016-01-13,2016-01-16,2016-01-05,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,179
F,23,caucasian,College,25K --50K,South,City Hotel,2016-03-10,2016-03-12,2016-02-10,3,3,0,FB,Yes,Yes,No Deposit,Direct,Yes,Check-In,Yes,5,128
